person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_percent_income
27,19498,3,9575,6.62,9,0.49
33,65000,4,16800,9.76,6,0.26
29,59000,7,15000,9.76,8,0.25
32,24696,1,9600,7.14,9,0.39
28,65000,0,1450,9.76,6,0.02
34,65000,3,10000,,8,0.15
35,65000,5,25000,9.51,10,0.38
28,25000,1,9600,14.27,10,0.38
30,65004,9,15000,7.51,9,0.23
35,28080,3,9600,13.57,7,0.34
30,65004,3,1500,5.99,9,0.02
28,30000,0,9600,,7,0.32
33,33504,4,9600,10.99,8,0.29
28,65004,7,9000,5.99,5,0.14
29,33600,0,9600,15.99,7,0.29
29,65004,7,5000,6.17,7,0.08
28,34000,7,9600,10.99,5,0.28
33,65004,14,8000,11.49,9,0.12
27,37595,6,9600,7.14,8,0.26
30,65004,6,7100,8,10,0.11
28,59004,1,8000,7.37,6,0.14
30,65004,3,5250,9.63,8,0.08
28,39000,0,9600,7.49,8,0.25
27,65004,1,12000,12.09,7,0.18
29,65061,13,12000,9.62,5,0.18
30,65136,0,6250,12.87,9,0.1
34,65200,13,8000,6.92,7,0.12
31,65200,7,7000,8,8,0.11
32,40000,1,9600,13.48,5,0.24
27,65304,6,5300,7.51,10,0.08
30,41000,7,9600,,9,0.23
27,41400,2,9600,,5,0.23
28,42000,4,9600,7.9,7,0.23
28,36000,3,9600,14.61,10,0.27
28,65500,11,11000,6.03,8,0.17
33,44000,2,9600,13.16,5,0.22
33,45000,2,9600,8.49,5,0.21
30,65600,5,4000,12.68,7,0.06
27,59619,11,7750,14.84,9,0.13
27,39996,5,9600,,9,0.24
33,48000,5,9600,16.29,7,0.2
28,51996,11,9600,9.07,7,0.18
31,46000,6,9600,14.46,5,0.21
29,66000,10,7000,9.91,10,0.11
29,60000,11,6000,15.27,10,0.1
35,66000,4,3000,6.03,7,0.05
29,53000,7,9600,12.73,5,0.18
35,66000,6,9100,12.42,7,0.14
29,58327,4,9600,11.48,5,0.16
33,59000,17,9600,9.91,8,0.16
27,60000,7,9600,10.65,7,0.16
28,60000,7,9600,13.57,8,0.16
31,66000,8,4200,7.49,7,0.06
34,60000,18,3000,11.99,10,0.05
29,66000,4,3000,5.42,7,0.05
27,66000,12,8400,16.49,7,0.13
29,60000,1,9600,11.66,6,0.16
27,54000,4,9600,12.17,9,0.18
33,66000,16,3500,,9,0.05
33,66000,3,5600,10.99,9,0.08
29,66000,,3000,7.66,7,0.05
30,65000,11,9600,12.42,10,0.15
27,62000,2,9600,10.25,8,0.15
28,60000,2,6500,5.79,6,0.11
29,60000,13,25000,20.16,10,0.42
35,70000,5,9600,5.42,9,0.14
30,71400,0,9600,12.61,6,0.13
27,60000,12,2000,15.7,6,0.03
27,78000,5,9600,17.14,7,0.12
27,78000,4,9600,12.29,9,0.12
27,60000,,8400,12.73,9,0.14
30,66000,,12000,7.51,10,0.18
31,80000,1,9600,9.91,7,0.12
27,66000,0,9250,8.59,9,0.14
32,80000,6,9600,11.14,5,0.12
30,66000,15,15000,11.14,8,0.23
30,66000,8,6000,7.68,8,0.09
30,66000,0,11200,9.32,9,0.17
31,66000,9,22000,16.63,5,0.33
31,66000,15,10000,,5,0.15
33,66000,2,20000,12.61,5,0.3
27,66300,1,9600,,7,0.12
32,66100,5,5000,6.03,8,0.08
30,66120,10,2800,13.57,6,0.04
32,66300,5,6075,6.03,10,0.09
29,66352,5,7000,7.88,5,0.11
31,66360,8,7000,11.86,6,0.11
34,113000,6,9600,,9,0.08
29,66500,4,12000,6.99,8,0.18
28,120000,12,9600,8,7,0.08
31,66500,0,4200,7.66,8,0.06
31,113000,1,9600,14.91,7,0.08
31,128000,1,9600,,8,0.07
30,66500,5,8000,7.88,9,0.12
27,66500,3,16000,10.99,5,0.24
27,56400,1,9700,8.88,10,0.17
33,66500,1,9200,,7,0.14
29,71000,4,9700,8.94,5,0.14
30,88000,3,9700,,5,0.11
35,66560,11,4200,5.79,10,0.06
30,66560,10,2500,6.39,7,0.04
28,25000,,9750,18.25,6,0.39
28,60675,6,14000,15.62,10,0.23
27,27000,2,9750,9.63,6,0.36
27,29000,4,9750,7.51,6,0.34
27,66800,11,9600,7.51,7,0.14
31,33000,1,9750,14.54,9,0.3
28,66887,2,25000,10.36,8,0.37
30,66888,6,15000,12.23,8,0.22
29,66901,13,9475,,10,0.14
33,30784,7,9950,12.99,8,0.32
34,86000,4,9950,7.88,7,0.12
32,66996,6,8000,,9,0.12
29,66996,1,9000,8.94,7,0.13
34,67000,4,7000,7.51,9,0.1
31,67000,9,3000,10.65,9,0.04
32,21120,0,10000,,6,0.47
33,21600,3,10000,12.53,8,0.46
27,61000,6,6800,15.99,7,0.11
27,67000,1,4200,,5,0.06
32,22000,9,10000,18.39,6,0.45
30,67000,6,10000,6.99,6,0.15
32,67000,16,4000,,9,0.06
33,24000,6,10000,8.9,5,0.42
27,24000,,10000,13.23,8,0.42
34,67000,4,6400,13.23,7,0.1
35,67000,8,7000,7.14,8,0.1
35,67000,10,3300,7.88,6,0.05
28,67000,3,14400,9.88,10,0.21
29,61000,9,15000,9.88,9,0.25
28,24000,0,10000,12.87,10,0.42
29,67000,14,3600,7.51,10,0.05
27,24000,0,10000,7.68,9,0.42
29,67000,13,10000,7.14,6,0.15
32,67000,12,10000,10.25,9,0.15
33,67000,6,25000,10.99,6,0.37
27,67000,11,24250,14.96,8,0.36
27,24500,3,10000,10.25,7,0.41
27,24600,0,10000,,8,0.41
32,67000,12,20000,11.83,7,0.3
32,25000,1,10000,8.49,10,0.4
34,25000,0,10000,7.29,9,0.4
34,67014,18,16000,13.22,8,0.24
27,67068,11,5000,,10,0.07
31,67200,2,10000,6.03,7,0.15
29,25368,0,10000,11.34,5,0.39
27,67200,2,10750,6.91,6,0.16
34,26000,2,10000,12.42,7,0.38
32,52020,5,15000,11.03,6,0.25
29,67222,4,10000,11.14,9,0.15
28,67386,11,1500,6.91,6,0.02
29,67422,13,12800,11.49,8,0.19
27,26400,9,10000,10.25,9,0.38
27,67500,0,1000,7.4,7,0.01
27,27000,6,10000,15.62,6,0.37
34,27600,5,10000,10.37,6,0.36
35,67641,6,10000,8,5,0.15
30,67642,5,17000,11.58,6,0.25
34,67656,18,11000,7.88,8,0.16
29,28000,0,10000,12.84,9,0.36
30,67692,,23200,15.96,7,0.34
29,67992,0,2000,7.43,7,0.03
28,30000,12,10000,17.58,5,0.33
28,30000,3,10000,8.9,5,0.33
31,68000,1,8000,7.9,5,0.12
27,68000,0,3000,14.65,10,0.04
27,30000,3,10000,17.58,6,0.33
35,68000,19,32000,19.03,7,0.47
27,68000,11,20000,7.9,9,0.29
29,68000,14,20000,8.9,5,0.29
33,68000,15,18000,7.9,10,0.26
31,68000,2,12000,12.69,9,0.18
34,68000,17,10000,16.29,9,0.15
28,68000,7,2500,11.71,7,0.04
28,30000,0,10000,14.54,7,0.33
27,30000,0,10000,12.68,9,0.33
27,68000,4,30000,15.99,7,0.44
30,68000,11,6000,10.59,7,0.09
28,30000,7,10000,10.38,5,0.33
29,68000,11,4000,5.99,5,0.06
29,30000,3,10000,16.82,7,0.33
30,30000,2,10000,,7,0.33
28,68000,7,3000,5.42,10,0.04
29,68000,2,5000,12.99,9,0.07
33,68000,8,3500,11.99,10,0.05
31,30000,1,10000,13.48,8,0.33
27,68000,6,2000,13.8,5,0.03
31,68000,2,18000,10,10,0.26
27,30000,0,10000,15.31,7,0.33
35,62000,9,13000,9.25,10,0.21
31,30000,0,10000,8.94,10,0.33
30,68000,2,6000,13.72,5,0.09
28,30000,0,10000,9.32,7,0.33
31,68000,15,13600,7.88,9,0.2
31,30000,2,10000,8.63,5,0.33
33,30000,11,10000,11.03,6,0.33
28,68000,12,3250,13.23,7,0.05
28,68000,12,15000,,8,0.22
32,68000,1,6100,10.25,7,0.09
34,30636,4,10000,10.37,5,0.33
29,68000,9,3000,12.73,9,0.04
35,62000,15,10000,15.33,10,0.16
29,68000,14,15000,12.73,6,0.22
27,68000,3,10800,7.88,8,0.16
33,68000,15,5000,12.18,10,0.07
29,68000,13,10000,7.74,7,0.15
31,68000,8,10000,,7,0.15
33,68000,9,2100,12.53,9,0.03
27,31200,3,10000,13.99,10,0.32
29,68000,0,16000,11.89,7,0.24
34,68000,1,15000,11.78,5,0.22
28,68000,0,12000,12.09,9,0.18
27,31200,4,10000,8,9,0.32
29,31500,11,10000,7.29,6,0.32
27,32000,6,10000,12.42,8,0.31
27,68004,2,6000,11.86,6,0.09
29,68004,9,10000,10.99,9,0.15
31,68004,15,6000,10.95,9,0.09
29,68004,13,3500,12.21,9,0.05
34,68340,9,25000,10.99,10,0.37
31,68400,3,15000,11.71,5,0.22
27,68400,0,5000,12.99,8,0.07
27,32890,5,10000,10.95,5,0.3
29,32997,7,10000,5.79,7,0.3
32,33078,4,10000,7.51,8,0.3
27,33200,0,10000,11.71,5,0.3
32,62500,3,3800,13.11,10,0.06
27,33600,3,10000,14.72,8,0.3
28,68553,1,15000,13.85,10,0.22
28,33900,6,10000,15.58,6,0.29
27,68700,0,10000,6.92,6,0.15
30,34000,14,10000,14.54,6,0.29
32,68800,13,4800,,6,0.07
33,34000,7,10000,14.22,9,0.29
28,68804,1,22000,6.99,6,0.32
27,68808,2,20000,,6,0.29
28,34000,4,10000,14.74,9,0.29
27,29000,2,10000,12.69,10,0.34
28,35000,4,10000,16.77,8,0.29
28,35000,12,10000,16.29,5,0.29
27,35000,11,10000,8.49,6,0.29
28,69000,9,4000,9.91,6,0.06
33,29000,0,10000,13.06,9,0.34
30,35000,6,10000,5.79,9,0.29
33,69000,7,4000,5.99,7,0.06
27,35000,3,10000,9.88,8,0.29
30,69000,13,10000,9.99,9,0.14
33,35000,2,10000,13.48,10,0.29
27,35000,5,10000,13.48,10,0.29
33,69000,17,7200,10.74,7,0.1
28,35000,5,10000,14.61,7,0.29
28,63000,5,9000,13.72,9,0.14
33,69000,5,20000,6.54,6,0.29
29,69000,11,6000,11.12,5,0.09
30,35000,5,10000,12.21,6,0.29
29,69000,5,14000,7.51,5,0.2
28,69000,11,6000,11.86,9,0.09
31,29000,0,10000,13.75,8,0.34
34,29004,9,10000,11.83,5,0.34
27,29238,8,10000,12.99,6,0.34
29,69000,13,15000,10.62,6,0.22
31,29400,2,10000,13.87,6,0.34
28,69000,12,10000,9.88,8,0.14
34,63000,5,20500,20.9,8,0.33
34,35665,2,10000,10.08,6,0.28
28,69000,2,10000,8.94,8,0.14
29,36000,5,10000,,6,0.28
28,63000,3,11200,14.42,7,0.18
31,36000,3,10000,10.65,5,0.28
29,69000,6,18000,12.61,9,0.26
32,36000,,10000,11.99,9,0.28
28,36000,0,10000,11.11,5,0.28
27,30000,4,10000,10.74,10,0.33
34,69500,4,15000,,6,0.22
27,69500,11,14750,7.49,9,0.21
27,30000,1,10000,,6,0.33
27,36000,3,10000,17.19,7,0.28
27,69592,4,6500,10.74,10,0.09
35,63600,5,4800,12.42,6,0.08
33,69600,17,16000,11.99,8,0.23
28,36000,13,10000,8.59,9,0.28
27,69638,5,16725,10.74,9,0.24
27,69830,3,15000,16.45,5,0.21
32,69900,16,18000,11.49,8,0.26
31,30000,4,10000,14.42,9,0.33
28,69900,6,12000,7.49,10,0.17
33,69930,5,6300,7.14,10,0.09
27,69936,11,8000,7.66,10,0.11
27,69960,3,10000,,9,0.14
33,69996,11,3200,9.99,8,0.05
30,36996,5,10000,8.9,6,0.27
30,37000,2,10000,7.88,6,0.27
29,37000,1,10000,12.53,5,0.27
29,69996,11,3400,6.39,6,0.05
27,69996,0,6000,10.75,10,0.09
32,37965,3,10000,9.63,6,0.26
30,69996,14,6000,14.26,8,0.09
28,69996,1,7200,11.83,10,0.1
28,38000,0,10000,8.49,7,0.26
30,69996,14,11250,12.21,10,0.16
33,64000,8,12000,,9,0.19
27,38000,0,10000,9.76,5,0.26
35,38004,4,10000,9.99,7,0.26
28,38004,4,10000,13.61,7,0.26
31,70000,9,18000,8.9,10,0.26
30,70000,7,10000,,7,0.14
30,70000,6,18000,,7,0.26
27,38400,5,10000,15.23,7,0.26
34,38400,3,10000,7.49,6,0.26
27,70000,11,3000,,8,0.04
27,70000,9,16000,7.9,7,0.23
31,70000,0,3000,8.9,8,0.04
32,38400,1,10000,10.39,10,0.26
30,70000,4,10200,12.42,6,0.15
30,70000,9,7000,8.9,9,0.1
28,70000,6,14000,16.29,8,0.2
28,70000,7,15000,14.65,10,0.21
35,39000,2,10000,10.25,5,0.26
28,70000,7,8000,6.62,5,0.11
34,70000,6,22000,19.91,8,0.31
34,39312,5,10000,15.7,7,0.25
32,70000,8,1800,14.65,6,0.03
27,70000,3,5200,7.51,10,0.07
30,70000,5,31825,12.69,8,0.45
27,39996,3,10000,15.37,8,0.25
29,70000,11,6000,14.27,7,0.09
27,40000,4,10000,,7,0.25
35,70000,0,12000,11.71,10,0.17
27,70000,8,12000,9.91,6,0.17
27,70000,1,5500,13.49,10,0.08
31,70000,11,4500,7.9,8,0.06
30,70000,6,12800,,7,0.18
28,70000,4,5000,11.71,8,0.07
28,40000,0,10000,12.42,5,0.25
30,70000,14,8000,9.91,5,0.11
30,40000,11,10000,10.65,5,0.25
28,70000,2,5600,6.62,5,0.08
27,34000,3,10000,16.77,7,0.29
34,70000,5,4600,14.79,7,0.07
29,70000,13,25000,15.62,9,0.36
27,34000,3,10000,13.49,10,0.29
33,70000,2,3700,5.99,6,0.05
27,70000,11,5600,5.42,7,0.08
28,70000,,24000,5.99,5,0.34
33,70000,17,24000,7.49,6,0.34
29,70000,6,4200,10.99,9,0.06
35,70000,14,20000,11.49,10,0.29
30,70000,4,10000,16.89,5,0.14
27,54400,11,3000,,5,0.05
27,70000,11,3000,5.42,7,0.04
32,70000,12,3000,7.49,5,0.04
33,34000,4,10000,15.33,8,0.29
34,70000,0,10000,10.99,9,0.14
27,40000,4,10000,,6,0.25
27,40000,10,10000,11.36,5,0.25
29,70000,13,10000,6.99,5,0.14
29,34000,0,10000,12.53,6,0.29
32,70000,7,6000,5.42,6,0.09
27,34000,0,10000,15.37,5,0.29
28,70000,3,8000,8.49,9,0.11
28,54400,12,18000,12.99,8,0.28
31,70000,9,6000,7.49,7,0.09
27,70000,5,15000,7.49,8,0.21
29,70000,9,8500,11.14,10,0.12
27,70000,0,33000,,7,0.47
29,70000,3,20000,,8,0.29
31,40000,2,10000,11.41,5,0.25
27,40992,0,10000,14.27,6,0.24
32,70000,5,14000,7.49,10,0.2
28,70000,13,5000,6.99,7,0.07
34,41300,18,10000,13.48,6,0.24
27,41500,0,10000,11.09,6,0.24
29,70000,12,7000,7.66,10,0.1
29,70000,5,3000,9.63,9,0.04
27,54400,,15000,15.65,9,0.23
34,70000,5,6000,,6,0.09
30,42000,4,10000,16.11,9,0.24
32,70000,3,4000,5.79,5,0.06
27,70000,11,25000,7.66,5,0.36
29,70000,0,8000,,9,0.11
31,54400,1,27050,14.54,7,0.42
30,42000,4,10000,,9,0.24
30,42000,2,10000,,7,0.24
27,42000,1,10000,,8,0.24
28,42000,12,10000,9.32,9,0.24
28,42500,2,10000,7.88,6,0.24
27,43000,11,10000,12.42,9,0.23
34,70000,14,14000,16.4,6,0.2
28,70000,4,25000,15.57,9,0.36
31,70000,4,12000,6.91,7,0.17
31,70000,3,8400,6.91,9,0.12
27,70000,2,2250,10.36,7,0.03
27,70000,8,1300,5.79,9,0.02
27,70000,11,1000,6.54,5,0.01
27,43080,7,10000,13.98,9,0.23
34,70000,13,20000,6.54,5,0.29
27,43200,4,10000,7.49,10,0.23
27,70000,4,8000,14.46,7,0.11
31,43288,7,10000,10.74,5,0.23
31,70000,5,4000,6.54,7,0.06
33,43337,17,10000,6.92,6,0.23
29,70000,13,13000,6.91,8,0.19
30,70000,6,10200,6.91,8,0.15
27,44000,12,10000,16.77,9,0.23
30,54400,3,23500,6.91,7,0.37
33,70000,0,14000,12.61,10,0.2
35,44000,8,10000,6.54,6,0.23
35,38469,0,10000,12.23,7,0.26
29,45000,4,10000,12.42,7,0.22
32,70000,16,9000,7.14,10,0.13
30,70000,15,12250,7.51,6,0.17
30,45000,5,10000,7.51,7,0.22
34,45000,,10000,11.71,10,0.22
31,45000,4,10000,10.65,5,0.22
28,64000,10,6000,16.45,9,0.09
28,70000,7,4000,6.39,8,0.06
28,45000,1,10000,9.91,6,0.22
32,70000,1,14400,7.88,10,0.21
30,70000,15,10000,10.75,6,0.14
29,45000,7,10000,,5,0.22
29,70000,7,4000,11.86,5,0.06
28,70000,7,8000,11.49,9,0.11
31,70000,3,8000,7.88,5,0.11
27,45000,1,10000,,9,0.22
33,54400,2,5000,11.86,9,0.08
35,45000,2,10000,10.36,5,0.22
29,70000,1,20000,9.88,10,0.29
28,70000,12,3000,6.39,8,0.04
30,70000,0,15000,12.73,6,0.21
28,39000,6,10000,14.96,6,0.26
31,64000,14,25000,10.62,5,0.39
27,45000,9,10000,7.51,5,0.22
27,45000,,10000,14.22,6,0.22
35,39000,2,10000,13.16,6,0.26
30,70000,14,6000,,7,0.09
28,54400,6,5000,16.07,8,0.08
29,39000,1,10000,14.11,7,0.26
31,70000,2,4625,10.62,6,0.07
31,70000,16,14000,7.88,10,0.2
32,70000,7,10000,9.88,5,0.14
35,70000,6,17000,9.88,6,0.24
30,64000,,10000,10.25,8,0.16
30,45000,4,10000,13.36,9,0.22
27,54400,11,11000,15.33,10,0.17
29,70000,13,6500,7.88,9,0.09
29,70000,5,10000,13.85,7,0.14
27,45000,1,10000,9.2,10,0.22
34,52800,2,4325,10.75,5,0.08
33,70000,0,3000,13.57,9,0.04
31,64000,4,5100,13.22,10,0.08
34,10380,,4250,12.68,5,0.41
28,35000,5,4250,16.96,6,0.12
34,70000,16,4000,7.74,5,0.06
28,10800,0,4200,11.83,5,0.39
31,14400,0,4200,14.17,8,0.29
27,70000,7,8000,16,10,0.11
33,70000,0,5600,13.57,8,0.08
28,70000,4,20000,12.18,6,0.29
30,39600,4,10000,20.89,10,0.25
31,70000,11,2000,7.4,7,0.03
29,70000,1,5000,11.14,6,0.07
28,70000,11,15000,16,7,0.21
27,64000,12,6000,,6,0.09
27,45996,3,10000,,5,0.22
32,46000,16,10000,10.59,7,0.22
35,46000,3,10000,17.14,5,0.22
31,46000,0,10000,7.51,7,0.22
29,40000,1,10000,13.16,7,0.25
27,46000,1,10000,9.32,7,0.22
27,70000,0,15000,12.84,10,0.21
28,30000,6,4200,15.23,7,0.14
34,30000,5,4200,5.79,5,0.14
33,70000,3,20000,12.84,7,0.29
27,30000,2,4200,12.53,10,0.14
35,30996,18,4200,14.79,6,0.14
28,64000,11,15000,9.63,10,0.23
31,31500,2,4200,9.99,7,0.13
27,32000,3,4200,8,10,0.13
28,33600,12,4200,10,5,0.13
27,35000,3,4200,,5,0.12
30,36000,2,4200,14.27,5,0.12
34,64000,13,24000,10.71,7,0.38
28,70000,0,5275,,5,0.08
28,70000,0,5000,7.43,5,0.07
29,70008,8,5000,5.99,5,0.07
30,40000,0,4200,12.68,7,0.1
33,70116,,5000,11.71,6,0.07
28,40000,2,4200,7.51,5,0.1
32,70197,9,4100,7.51,6,0.06
27,70200,9,6000,7.29,5,0.09
28,70254,12,3500,6.62,9,0.05
28,70356,12,6000,11.11,5,0.09
27,70392,9,1500,,9,0.02
32,70400,3,13000,7.88,9,0.18
27,70400,6,15000,,9,0.21
27,43200,4,4200,10.74,6,0.1
32,64500,3,19400,13.11,10,0.3
28,64500,1,4000,13.79,8,0.06
27,48000,4,4200,10.74,5,0.09
34,70596,18,10000,11.26,9,0.14
33,70632,,1500,10.65,5,0.02
30,48500,0,4200,11.48,7,0.09
32,52000,10,4200,7.51,6,0.08
32,52000,3,4200,13.23,10,0.08
28,70834,4,20000,12.21,9,0.28
35,53000,2,4200,11.71,6,0.08
28,70900,12,25000,15.37,6,0.35
28,70920,12,7600,6.03,9,0.11
32,53500,1,4200,13.98,10,0.08
29,54996,6,4200,15.95,10,0.08
29,55044,6,4200,,9,0.08
28,71000,4,12000,8.49,9,0.17
30,50650,5,4200,9.91,7,0.08
33,71000,4,5300,11.49,7,0.07
32,71000,10,14000,6.99,8,0.2
31,60000,4,4200,8.49,10,0.07
29,60000,6,4200,8.63,10,0.07
33,71000,10,10000,5.79,9,0.14
33,71000,7,8000,12.68,10,0.11
29,71000,4,11000,13.43,6,0.15
28,71000,1,20000,,8,0.28
27,55512,11,4200,14.26,8,0.08
35,61600,4,4200,7.29,9,0.07
32,65000,2,4200,14.79,10,0.06
29,71000,13,14000,7.14,5,0.2
33,71000,11,6000,14.72,7,0.08
29,71000,4,4000,7.14,9,0.06
27,53550,3,4200,11.99,8,0.07
32,64000,1,4200,,5,0.07
27,71000,9,4200,,5,0.06
34,70000,1,4200,14.61,6,0.06
30,85000,5,4200,5.99,6,0.05
28,71000,1,9800,12.21,5,0.14
27,93000,11,4200,5.42,6,0.05
29,25000,0,4125,11.71,6,0.17
28,71007,4,25000,18.62,7,0.35
34,59000,0,4100,14.91,10,0.07
31,19200,0,4075,8.32,6,0.21
27,71352,3,9000,6.54,6,0.13
34,55000,5,4050,,9,0.07
27,71500,2,15000,,8,0.21
29,71500,3,6000,9.63,10,0.08
28,71500,13,15000,11.49,7,0.21
35,71500,1,19200,10.99,6,0.27
28,12000,0,4000,,9,0.33
27,71700,11,9000,13.8,5,0.13
27,71738,4,11500,9.63,9,0.16
31,47000,5,10000,11.99,8,0.21
28,47200,3,10000,9.99,8,0.21
31,47500,2,10000,15.96,10,0.21
27,72000,9,22000,17.58,6,0.31
31,66000,11,2400,9.91,5,0.04
28,41500,4,10000,,6,0.24
34,72000,2,13150,6.03,10,0.18
29,47800,4,10000,7.49,5,0.21
34,72000,8,10000,13.49,8,0.14
31,42000,4,10000,11.71,5,0.24
27,72000,9,10000,7.9,7,0.14
28,72000,12,4500,6.62,8,0.06
27,72000,2,21100,8.9,8,0.29
30,66000,2,12000,11.71,6,0.18
29,48000,6,10000,13.8,10,0.21
34,72000,11,5800,,9,0.08
29,72000,3,14000,10.65,7,0.19
27,72000,6,17000,6.03,6,0.24
29,42000,2,10000,15.21,7,0.24
31,72000,15,1900,7.51,6,0.03
27,72000,11,15000,,5,0.21
28,72000,3,28000,15.96,10,0.39
29,48000,13,10000,7.51,7,0.21
27,72000,7,6500,6.03,5,0.09
27,72000,2,10000,6.62,9,0.14
27,72000,4,14000,12.42,10,0.19
31,72000,6,9800,6.62,8,0.14
35,72000,3,12800,6.62,5,0.18
29,48000,4,10000,10.62,10,0.21
27,48000,0,10000,10.62,6,0.21
28,48000,8,10000,13.48,9,0.21
27,72000,3,15000,5.42,5,0.21
34,48000,14,10000,15.7,9,0.21
30,48000,3,10000,12.87,8,0.21
30,48000,1,10000,12.18,9,0.21
30,72000,8,4800,13.49,7,0.07
29,72000,6,10800,6.99,8,0.15
30,72000,3,14000,6.99,9,0.19
27,72000,11,9500,13.99,6,0.13
33,72000,,5000,6.99,5,0.07
31,72000,6,16000,,7,0.22
27,72000,2,12000,9.99,9,0.17
30,72000,14,3000,9.99,9,0.04
33,72000,6,4250,5.42,5,0.06
28,48000,0,10000,10.08,6,0.21
27,72000,11,6150,,5,0.09
29,72000,3,12000,11.49,5,0.17
29,72000,6,16800,15.62,9,0.23
28,56100,12,10000,8.49,8,0.15
27,72000,1,10000,10.99,9,0.14
27,72000,11,7000,11.49,8,0.1
31,72000,14,7000,5.42,8,0.1
30,66000,14,11200,13.49,9,0.17
30,72000,14,9000,15.23,10,0.13
27,49800,3,10000,10.74,7,0.2
35,72000,4,15000,10.59,6,0.21
30,72000,4,6000,11.99,10,0.08
32,72000,0,24000,6.92,8,0.33
30,72000,12,10000,10,7,0.14
29,72000,13,22100,7.29,5,0.31
35,50000,4,10000,9.91,7,0.2
31,72000,7,5000,6.92,10,0.07
32,66000,5,2000,15.28,7,0.03
27,72000,6,6000,5.42,10,0.08
30,72000,7,9600,14.17,5,0.13
29,72000,13,7400,5.42,8,0.1
28,72000,5,12000,6.92,7,0.17
27,44000,5,10000,15.27,7,0.23
28,72000,6,25000,11.11,8,0.35
31,50000,1,10000,12.69,8,0.2
33,50000,3,10000,,8,0.2
27,72000,5,11500,6.91,10,0.16
27,72000,2,2600,9.25,7,0.04
29,72000,5,10000,6.17,10,0.14
28,50000,12,10000,10.74,8,0.2
30,50000,6,10000,,5,0.2
30,50000,0,10000,10.36,7,0.2
32,50000,6,10000,9.25,8,0.2
28,72000,12,16000,15.95,5,0.22
27,72000,4,24000,,9,0.33
28,50000,5,10000,7.88,7,0.2
28,44000,2,10000,13.48,8,0.23
30,50000,3,10000,13.22,7,0.2
30,72000,5,20000,10.38,5,0.28
29,72000,7,24000,7.88,9,0.33
34,72000,10,4000,7.14,9,0.06
30,72000,13,12000,7.88,8,0.17
29,50000,2,10000,11.26,6,0.2
31,44000,1,10000,10.71,9,0.23
27,44004,4,10000,,10,0.23
30,72000,3,9000,14.22,6,0.13
29,44004,7,10000,15.33,8,0.23
35,72000,2,10750,7.51,9,0.15
28,72000,,22000,10.25,6,0.31
28,72000,3,4000,10.99,6,0.06
29,72000,0,24000,10.99,6,0.33
33,44784,2,10000,,6,0.22
33,50800,16,10000,16.4,7,0.2
32,50911,7,10000,13.06,7,0.2
27,72000,7,4200,,5,0.06
28,51000,3,10000,6.92,8,0.2
28,72000,13,16000,14.26,9,0.22
27,51000,0,10000,7.88,5,0.2
27,72000,10,10000,8.94,6,0.14
29,72000,1,10000,,6,0.14
28,72000,12,15000,8.94,9,0.21
29,66000,4,8200,17.04,7,0.12
31,72000,15,12300,14.96,5,0.17
28,72000,1,6000,15.37,10,0.08
32,51996,2,10000,5.79,9,0.19
33,51996,4,10000,7.14,6,0.19
30,72000,3,12000,10.95,5,0.17
28,72000,3,10000,10.95,7,0.14
27,72000,11,12500,11.89,8,0.17
28,52000,2,10000,12.69,7,0.19
27,72000,8,15250,13.16,5,0.21
28,72000,9,18000,11.89,10,0.25
28,52000,12,10000,6.92,8,0.19
29,52000,4,10000,13.23,9,0.19
33,72000,0,6600,,9,0.09
29,72000,9,1000,7.68,6,0.01
28,72000,8,7500,6,10,0.1
31,52000,4,10000,11.83,7,0.19
29,52000,9,10000,8,8,0.19
27,72000,4,8000,11.09,9,0.11
33,53000,13,10000,15.96,9,0.19
29,72072,4,12000,8.49,8,0.17
28,72087,10,16000,,6,0.22
27,53000,7,10000,10.25,5,0.19
33,53000,2,10000,8.94,9,0.19
28,53000,2,10000,11.89,6,0.19
28,53376,5,10000,5.42,5,0.19
29,72396,9,9000,10.59,9,0.12
33,54000,13,10000,8.9,5,0.19
29,72500,0,30000,7.49,7,0.41
31,72500,12,8875,11.99,7,0.12
35,54000,,10000,5.42,10,0.19
32,72500,4,4000,5.42,10,0.06
27,56525,4,12000,15.95,7,0.18
35,72500,0,4000,10.25,6,0.06
30,54000,8,10000,6.17,10,0.19
29,72500,2,7000,13.79,8,0.1
33,54000,15,10000,10.99,8,0.19
29,54996,1,10000,9.99,10,0.18
27,72800,7,7000,,10,0.1
28,48996,12,10000,10.37,9,0.2
31,54996,3,10000,7.74,9,0.18
33,72890,1,16400,13.79,6,0.22
27,72900,3,10000,15.7,9,0.14
34,72960,1,11000,12.21,8,0.15
27,72996,12,9200,6.03,8,0.13
30,48996,1,10000,15.45,5,0.2
28,73000,9,15600,6.03,9,0.21
27,55000,11,10000,14.27,7,0.18
27,73000,11,13000,6.03,9,0.18
31,73000,3,15000,,8,0.21
31,55000,2,10000,12.42,7,0.18
32,73000,7,9600,7.9,7,0.13
31,55000,3,10000,10.59,10,0.18
32,55000,5,10000,8.49,10,0.18
34,73000,7,20675,,7,0.28
32,73000,5,6000,15.62,8,0.08
32,73000,3,8500,7.29,10,0.12
27,73000,11,10000,5.79,8,0.14
